"Story","Title","Result","Date","Stability","Duration (s)"
"Contact","Contact","SKIPPED","2018-11-07T22:28:50.841+05:30[Asia/Calcutta]","0.0","3.07"
"Country list","Show regions and its countries","SKIPPED","2018-11-07T22:28:53.927+05:30[Asia/Calcutta]","0.0","1.05"
