"Story","Title","Result","Date","Stability","Duration (s)"
"Menu","Menu","SUCCESS","2018-11-08T20:04:21.474+05:30[Asia/Calcutta]","0.0","8.37"
"Menu","Navigate tositepage","SUCCESS","2018-11-08T20:04:32.669+05:30[Asia/Calcutta]","0.0","17.37"
"Menu","Hover over menu","SUCCESS","2018-11-08T20:04:54.383+05:30[Asia/Calcutta]","0.0","20.44"
"Menu","Menu","SUCCESS","2018-11-08T20:14:54.289+05:30[Asia/Calcutta]","0.0","11.38"
"Menu","Navigate tositepage","SUCCESS","2018-11-08T20:15:05.909+05:30[Asia/Calcutta]","0.0","29.84"
"Menu","Hover over menu","SUCCESS","2018-11-08T20:15:36.021+05:30[Asia/Calcutta]","0.0","27.46"
