"Story","Title","Result","Date","Stability","Duration (s)"
"Searchautosuggest","Suggest search keywords","SUCCESS","2018-11-08T20:05:18.478+05:30[Asia/Calcutta]","0.0","18.87"
"Searchautosuggest","Autosuggest retracts","SUCCESS","2018-11-08T20:05:41.086+05:30[Asia/Calcutta]","0.0","27.2"
"Searchautosuggest","Autosuggest reappears as user types keyword","SUCCESS","2018-11-08T20:06:11.896+05:30[Asia/Calcutta]","0.0","36.08"
"Searchautosuggest","Select from auto suggestedkeywords","SUCCESS","2018-11-08T20:06:51.533+05:30[Asia/Calcutta]","0.0","59.7"
